show_id,title,type,genre,release_year,end_year,episodes,seasons,duration,rating,votes,description,director,cast,network,country,language,certificate,status,imdb_id,poster_url,mood,viewing_condition,keywords
TV_01960,In Chronicles,TV Mini Series,War,2007,2016.0,19,6,20,8.9,896434,A mysterious war tv mini series perfect for bedtime. This mysterious series explores themes of discovery.,Director Williams,Courteney Cox and David Schwimmer,Paramount+,Canada,Spanish,TV-G,Ended,tt2379665,https://example.com/posters/tv_1960.jpg,mysterious,bedtime,"mysterious,bedtime,war"
TV_01961,The Series,TV Series,History,2010,2014.0,25,15,25,5.5,507096,A melancholic history tv series perfect for rainy_day. This melancholic series explores themes of redemption.,Director Smith,Jennifer Aniston and Lisa Kudrow,Starz,India,Spanish,TV-PG,Ended,tt5300541,https://example.com/posters/tv_1961.jpg,melancholic,rainy_day,"melancholic,rainy_day,history"
TV_01962,A Chronicles,TV Movie,Thriller,1949,,18,2,56,6.7,398564,A intense thriller tv movie perfect for family_time. This intense series explores themes of redemption.,Director Johnson,Courteney Cox and Lisa Kudrow,Paramount+,Italy,French,TV-PG,Ended,tt2622104,https://example.com/posters/tv_1962.jpg,intense,family_time,"intense,family_time,thriller"
TV_01963,Beyond Series,TV Special,Animation,1955,1962.0,126,5,41,7.0,752049,A lighthearted animation tv special perfect for bedtime. This lighthearted series explores themes of love.,Director Johnson,Matthew Perry and Lisa Kudrow,Disney+,India,French,TV-MA,Cancelled,tt6285400,https://example.com/posters/tv_1963.jpg,lighthearted,bedtime,"lighthearted,bedtime,animation"
TV_01964,In Chronicles,TV Mini Series,Western,1956,,149,15,47,4.2,622178,A intense western tv mini series perfect for family_time. This intense series explores themes of adventure.,Director Williams,Matthew Perry and Lisa Kudrow,Peacock,UK,Spanish,TV-G,Ongoing,tt8321184,https://example.com/posters/tv_1964.jpg,intense,family_time,"intense,family_time,western"
TV_01965,In Series,TV Mini Series,Animation,1969,1974.0,78,12,49,4.0,450566,A uplifting animation tv mini series perfect for binge_watching. This uplifting series explores themes of redemption.,Director Smith,Matthew Perry and David Schwimmer,Paramount+,Canada,Japanese,TV-PG,Ended,tt3457186,https://example.com/posters/tv_1965.jpg,uplifting,binge_watching,"uplifting,binge_watching,animation"
TV_01966,The Show,TV Movie,Reality,2012,,176,3,60,8.1,357104,A mysterious reality tv movie perfect for weekend_marathon. This mysterious series explores themes of adventure.,Director Davis,Matthew Perry and Matt LeBlanc,Peacock,Norway,Japanese,TV-MA,Ongoing,tt1916811,https://example.com/posters/tv_1966.jpg,mysterious,weekend_marathon,"mysterious,weekend_marathon,reality"
TV_01967,The Tales,TV Series,Horror,1959,,183,5,32,6.9,519972,A melancholic horror tv series perfect for bedtime. This melancholic series explores themes of friendship.,Director Smith,Matthew Perry and Matt LeBlanc,Showtime,Australia,French,TV-G,Cancelled,tt5767988,https://example.com/posters/tv_1967.jpg,melancholic,bedtime,"melancholic,bedtime,horror"
TV_01968,In Series,TV Mini Series,Musical,1974,1978.0,44,9,48,3.0,331880,A funny musical tv mini series perfect for weekend_marathon. This funny series explores themes of redemption.,Director Williams,Matthew Perry and Matt LeBlanc,Disney+,Australia,Korean,TV-14,Ended,tt7040987,https://example.com/posters/tv_1968.jpg,funny,weekend_marathon,"funny,weekend_marathon,musical"
TV_01969,The Tales,TV Movie,Romance,2001,2002.0,70,12,56,9.1,152585,A dark romance tv movie perfect for family_time. This dark series explores themes of mystery.,Director Davis,Courteney Cox and Matt LeBlanc,CBS,UK,Spanish,TV-14,Cancelled,tt5033101,https://example.com/posters/tv_1969.jpg,dark,family_time,"dark,family_time,romance"
TV_01970,The Chronicles,TV Movie,War,1972,1982.0,120,5,60,4.6,73515,A melancholic war tv movie perfect for weekend_marathon. This melancholic series explores themes of discovery.,Director Brown,Jennifer Aniston and Matt LeBlanc,BBC,France,Spanish,TV-MA,Released,tt6677614,https://example.com/posters/tv_1970.jpg,melancholic,weekend_marathon,"melancholic,weekend_marathon,war"
TV_01971,A Tales,TV Movie,Horror,1948,,51,3,53,8.5,726364,A uplifting horror tv movie perfect for background_noise. This uplifting series explores themes of discovery.,Director Smith,Matthew Perry and Matt LeBlanc,NBC,India,Spanish,TV-PG,Ended,tt1579715,https://example.com/posters/tv_1971.jpg,uplifting,background_noise,"uplifting,background_noise,horror"
TV_01972,In Tales,TV Mini Series,Fantasy,1962,,48,15,23,8.6,233027,A intense fantasy tv mini series perfect for cozy_night. This intense series explores themes of mystery.,Director Brown,Matthew Perry and David Schwimmer,BBC,Spain,Spanish,TV-PG,Released,tt1523532,https://example.com/posters/tv_1972.jpg,intense,cozy_night,"intense,cozy_night,fantasy"
TV_01973,A Series,TV Movie,Sport,1979,1986.0,65,13,35,3.3,401125,A romantic sport tv movie perfect for rainy_day. This romantic series explores themes of mystery.,Director Williams,Matthew Perry and Matt LeBlanc,BBC,Spain,Korean,TV-PG,Ended,tt7794260,https://example.com/posters/tv_1973.jpg,romantic,rainy_day,"romantic,rainy_day,sport"
TV_01974,A Tales,TV Movie,Romance,2011,2012.0,62,10,43,7.8,64231,A exciting romance tv movie perfect for focused_watching. This exciting series explores themes of friendship.,Director Davis,Matthew Perry and Matt LeBlanc,FX,Denmark,Japanese,TV-PG,Ended,tt3523001,https://example.com/posters/tv_1974.jpg,exciting,focused_watching,"exciting,focused_watching,romance"
TV_01975,The Bad,TV Series,Drama,1987,,82,3,58,4.9,562813,A romantic drama tv series perfect for rainy_day. This romantic series explores themes of adventure.,Director Williams,Courteney Cox and Lisa Kudrow,ABC,USA,English,TV-G,Cancelled,tt1238331,https://example.com/posters/tv_1975.jpg,romantic,rainy_day,"romantic,rainy_day,drama"
TV_01976,In Series,TV Special,Thriller,2012,,119,11,57,3.5,828192,A melancholic thriller tv special perfect for weekend_marathon. This melancholic series explores themes of mystery.,Director Davis,Jennifer Aniston and Lisa Kudrow,Apple TV+,Spain,Japanese,TV-MA,Cancelled,tt4868728,https://example.com/posters/tv_1976.jpg,melancholic,weekend_marathon,"melancholic,weekend_marathon,thriller"
TV_01977,The Tales,TV Special,Sport,1978,1981.0,195,2,29,3.6,486637,A exciting sport tv special perfect for background_noise. This exciting series explores themes of friendship.,Director Williams,Jennifer Aniston and Lisa Kudrow,Amazon Prime,Mexico,English,TV-G,Released,tt6465343,https://example.com/posters/tv_1977.jpg,exciting,background_noise,"exciting,background_noise,sport"
TV_01978,True Wire,TV Special,Crime,1958,,170,12,52,6.5,956040,A dramatic crime tv special perfect for bedtime. This dramatic series explores themes of adventure.,Director Brown,Jennifer Aniston and David Schwimmer,FX,Sweden,Korean,TV-14,Ended,tt3178451,https://example.com/posters/tv_1978.jpg,dramatic,bedtime,"dramatic,bedtime,crime"
TV_01979,The Chronicles,TV Special,Sport,1993,,38,11,58,6.4,893992,A dramatic sport tv special perfect for focused_watching. This dramatic series explores themes of discovery.,Director Johnson,Courteney Cox and David Schwimmer,Amazon Prime,Canada,Japanese,TV-14,Released,tt1527959,https://example.com/posters/tv_1979.jpg,dramatic,focused_watching,"dramatic,focused_watching,sport"
TV_01980,Beyond Tales,TV Special,War,2019,2023.0,95,7,20,4.7,125404,A melancholic war tv special perfect for binge_watching. This melancholic series explores themes of love.,Director Johnson,Courteney Cox and Matt LeBlanc,BBC,France,English,TV-PG,Released,tt8109062,https://example.com/posters/tv_1980.jpg,melancholic,binge_watching,"melancholic,binge_watching,war"
TV_01981,Beyond Tales,TV Mini Series,Mystery,1956,1964.0,83,5,33,6.9,882361,A lighthearted mystery tv mini series perfect for sunny_day. This lighthearted series explores themes of love.,Director Smith,Matthew Perry and David Schwimmer,HBO,Japan,Spanish,TV-MA,Ongoing,tt3462585,https://example.com/posters/tv_1981.jpg,lighthearted,sunny_day,"lighthearted,sunny_day,mystery"
TV_01982,In Series,TV Mini Series,Mystery,1983,1986.0,186,1,54,8.6,734744,A melancholic mystery tv mini series perfect for cozy_night. This melancholic series explores themes of redemption.,Director Brown,Courteney Cox and David Schwimmer,NBC,Germany,Korean,TV-14,Ended,tt2689950,https://example.com/posters/tv_1982.jpg,melancholic,cozy_night,"melancholic,cozy_night,mystery"
TV_01983,In Chronicles,TV Series,Romance,1973,1983.0,155,1,39,6.0,448633,A romantic romance tv series perfect for bedtime. This romantic series explores themes of friendship.,Director Williams,Matthew Perry and David Schwimmer,Netflix,Brazil,English,TV-PG,Ongoing,tt3956445,https://example.com/posters/tv_1983.jpg,romantic,bedtime,"romantic,bedtime,romance"
TV_01984,Breaking Bad,TV Series,Drama,1943,,83,3,43,5.8,525015,A dark drama tv series perfect for sunny_day. This dark series explores themes of adventure.,Director Williams,Jennifer Aniston and David Schwimmer,FX,India,French,TV-MA,Released,tt2875004,https://example.com/posters/tv_1984.jpg,dark,sunny_day,"dark,sunny_day,drama"
TV_01985,Brooklyn Nine-Nine,Documentary Series,Comedy,2014,2015.0,61,11,51,4.4,245678,A thoughtful comedy documentary series perfect for study_break. This thoughtful series explores themes of friendship.,Director Johnson,Matthew Perry and Matt LeBlanc,FX,Canada,Japanese,TV-G,Released,tt3726581,https://example.com/posters/tv_1985.jpg,thoughtful,study_break,"thoughtful,study_break,comedy"
TV_01986,Beyond Series,TV Special,Documentary,1978,1987.0,135,9,41,9.3,692340,A romantic documentary tv special perfect for workout. This romantic series explores themes of adventure.,Director Williams,Matthew Perry and David Schwimmer,CBS,Norway,Korean,TV-PG,Ongoing,tt8447814,https://example.com/posters/tv_1986.jpg,romantic,workout,"romantic,workout,documentary"
TV_01987,In Series,TV Mini Series,Western,1965,1968.0,96,8,26,5.3,685958,A lighthearted western tv mini series perfect for binge_watching. This lighthearted series explores themes of mystery.,Director Williams,Jennifer Aniston and David Schwimmer,Starz,Sweden,Spanish,TV-MA,Released,tt6327335,https://example.com/posters/tv_1987.jpg,lighthearted,binge_watching,"lighthearted,binge_watching,western"
TV_01988,A Chronicles,TV Series,Horror,1942,,73,2,32,7.1,461465,A romantic horror tv series perfect for date_night. This romantic series explores themes of mystery.,Director Johnson,Matthew Perry and Matt LeBlanc,Paramount+,Brazil,English,TV-PG,Released,tt1583973,https://example.com/posters/tv_1988.jpg,romantic,date_night,"romantic,date_night,horror"
TV_01989,A Series,TV Movie,Animation,2004,2013.0,101,6,21,8.3,590411,A intense animation tv movie perfect for family_time. This intense series explores themes of love.,Director Smith,Jennifer Aniston and Matt LeBlanc,Netflix,USA,French,TV-14,Ongoing,tt7752259,https://example.com/posters/tv_1989.jpg,intense,family_time,"intense,family_time,animation"
TV_01990,A Chronicles,TV Special,War,2024,,92,3,22,3.0,285233,A thoughtful war tv special perfect for cozy_night. This thoughtful series explores themes of adventure.,Director Smith,Jennifer Aniston and Matt LeBlanc,BBC,India,Spanish,TV-MA,Ended,tt1157553,https://example.com/posters/tv_1990.jpg,thoughtful,cozy_night,"thoughtful,cozy_night,war"
TV_01991,The Chronicles,TV Special,Western,2018,2019.0,120,2,37,5.1,407853,A dark western tv special perfect for rainy_day. This dark series explores themes of friendship.,Director Brown,Jennifer Aniston and David Schwimmer,Peacock,India,Japanese,TV-G,Ended,tt7000810,https://example.com/posters/tv_1991.jpg,dark,rainy_day,"dark,rainy_day,western"
TV_01992,Beyond Tales,TV Special,Reality,2015,2025.0,62,2,39,7.9,330815,A mysterious reality tv special perfect for background_noise. This mysterious series explores themes of redemption.,Director Williams,Courteney Cox and David Schwimmer,ABC,South Korea,French,TV-PG,Cancelled,tt9449011,https://example.com/posters/tv_1992.jpg,mysterious,background_noise,"mysterious,background_noise,reality"
TV_01993,A Show,TV Special,Fantasy,1994,1997.0,88,3,34,5.9,274054,A inspiring fantasy tv special perfect for binge_watching. This inspiring series explores themes of mystery.,Director Davis,Matthew Perry and David Schwimmer,HBO,Canada,English,TV-MA,Ended,tt8773133,https://example.com/posters/tv_1993.jpg,inspiring,binge_watching,"inspiring,binge_watching,fantasy"
TV_01994,Black Trek,Documentary Series,Sci-Fi,1941,,84,8,49,9.3,664812,A exciting sci-fi documentary series perfect for date_night. This exciting series explores themes of discovery.,Director Johnson,Courteney Cox and Lisa Kudrow,HBO,Japan,Korean,TV-14,Released,tt2136164,https://example.com/posters/tv_1994.jpg,exciting,date_night,"exciting,date_night,sci-fi"
TV_01995,In Tales,TV Series,Action,1965,1967.0,66,12,42,9.0,944273,A intense action tv series perfect for bedtime. This intense series explores themes of love.,Director Brown,Courteney Cox and Lisa Kudrow,HBO,Denmark,Korean,TV-G,Cancelled,tt8466241,https://example.com/posters/tv_1995.jpg,intense,bedtime,"intense,bedtime,action"
TV_01996,The Show,TV Movie,Action,2000,2001.0,74,5,48,6.7,783282,A funny action tv movie perfect for study_break. This funny series explores themes of redemption.,Director Johnson,Courteney Cox and Lisa Kudrow,Paramount+,Italy,English,TV-14,Cancelled,tt9350604,https://example.com/posters/tv_1996.jpg,funny,study_break,"funny,study_break,action"
TV_01997,The Chronicles,Documentary Series,Action,1980,1986.0,183,5,37,8.3,792311,A mysterious action documentary series perfect for focused_watching. This mysterious series explores themes of discovery.,Director Brown,Jennifer Aniston and David Schwimmer,Apple TV+,UK,Japanese,TV-G,Cancelled,tt2160422,https://example.com/posters/tv_1997.jpg,mysterious,focused_watching,"mysterious,focused_watching,action"
TV_01998,A Show,Documentary Series,Animation,1944,1949.0,103,10,47,7.8,782075,A exciting animation documentary series perfect for bedtime. This exciting series explores themes of redemption.,Director Smith,Jennifer Aniston and Lisa Kudrow,FX,Brazil,English,TV-MA,Ended,tt8578604,https://example.com/posters/tv_1998.jpg,exciting,bedtime,"exciting,bedtime,animation"
TV_01999,In Tales,Documentary Series,Fantasy,1995,2005.0,116,7,52,4.0,430200,A calm fantasy documentary series perfect for weekend_marathon. This calm series explores themes of discovery.,Director Johnson,Matthew Perry and Lisa Kudrow,Peacock,Germany,English,TV-MA,Ongoing,tt4935026,https://example.com/posters/tv_1999.jpg,calm,weekend_marathon,"calm,weekend_marathon,fantasy"
TV_02000,The Series,TV Mini Series,Western,1975,1982.0,106,4,20,7.8,426325,A intense western tv mini series perfect for rainy_day. This intense series explores themes of friendship.,Director Davis,Courteney Cox and Matt LeBlanc,CBS,Japan,French,TV-G,Released,tt8814809,https://example.com/posters/tv_2000.jpg,intense,rainy_day,"intense,rainy_day,western"
TV_02001,In Tales,TV Special,Romance,2013,2020.0,186,7,20,8.9,133746,A thoughtful romance tv special perfect for cozy_night. This thoughtful series explores themes of adventure.,Director Smith,Courteney Cox and David Schwimmer,Showtime,Italy,English,TV-G,Ended,tt6912457,https://example.com/posters/tv_2001.jpg,thoughtful,cozy_night,"thoughtful,cozy_night,romance"
TV_02002,The Tales,TV Movie,Horror,1954,1955.0,199,8,46,7.7,605172,A dramatic horror tv movie perfect for family_time. This dramatic series explores themes of discovery.,Director Johnson,Matthew Perry and Lisa Kudrow,NBC,Japan,French,TV-G,Cancelled,tt1299963,https://example.com/posters/tv_2002.jpg,dramatic,family_time,"dramatic,family_time,horror"
TV_02003,The Tales,TV Special,Animation,2003,,102,10,34,5.1,275213,A intense animation tv special perfect for focused_watching. This intense series explores themes of redemption.,Director Williams,Courteney Cox and Matt LeBlanc,Apple TV+,USA,French,TV-PG,Released,tt1660793,https://example.com/posters/tv_2003.jpg,intense,focused_watching,"intense,focused_watching,animation"
TV_02004,In Tales,TV Movie,Sport,2025,,124,13,36,3.5,693088,A calm sport tv movie perfect for background_noise. This calm series explores themes of discovery.,Director Johnson,Jennifer Aniston and David Schwimmer,FX,Denmark,English,TV-14,Cancelled,tt2967685,https://example.com/posters/tv_2004.jpg,calm,background_noise,"calm,background_noise,sport"
TV_02005,In Chronicles,Documentary Series,Reality,1955,,165,9,38,5.3,148159,A romantic reality documentary series perfect for workout. This romantic series explores themes of adventure.,Director Davis,Courteney Cox and David Schwimmer,ABC,UK,Japanese,TV-PG,Cancelled,tt7970148,https://example.com/posters/tv_2005.jpg,romantic,workout,"romantic,workout,reality"
TV_02006,The Detective,TV Series,Crime,1986,1989.0,39,8,26,4.2,586466,A uplifting crime tv series perfect for study_break. This uplifting series explores themes of mystery.,Director Davis,Courteney Cox and Lisa Kudrow,Netflix,Denmark,Spanish,TV-PG,Released,tt3628298,https://example.com/posters/tv_2006.jpg,uplifting,study_break,"uplifting,study_break,crime"
TV_02007,The Chronicles,Documentary Series,Horror,2011,2015.0,57,7,30,4.4,802882,A uplifting horror documentary series perfect for binge_watching. This uplifting series explores themes of discovery.,Director Johnson,Jennifer Aniston and Lisa Kudrow,HBO,USA,Japanese,TV-PG,Ended,tt1807999,https://example.com/posters/tv_2007.jpg,uplifting,binge_watching,"uplifting,binge_watching,horror"
TV_02008,In Show,TV Movie,Romance,1992,1994.0,159,12,22,7.7,801428,A melancholic romance tv movie perfect for study_break. This melancholic series explores themes of discovery.,Director Johnson,Courteney Cox and Lisa Kudrow,NBC,India,English,TV-PG,Cancelled,tt7971015,https://example.com/posters/tv_2008.jpg,melancholic,study_break,"melancholic,study_break,romance"
TV_02009,Dark Expanse,TV Movie,Sci-Fi,1951,1957.0,59,1,58,6.2,893679,A melancholic sci-fi tv movie perfect for rainy_day. This melancholic series explores themes of adventure.,Director Smith,Jennifer Aniston and David Schwimmer,Disney+,Mexico,Korean,TV-14,Released,tt2994037,https://example.com/posters/tv_2009.jpg,melancholic,rainy_day,"melancholic,rainy_day,sci-fi"
TV_02010,A Chronicles,TV Movie,Adventure,1955,1956.0,32,11,41,6.5,620144,A dramatic adventure tv movie perfect for cozy_night. This dramatic series explores themes of adventure.,Director Smith,Jennifer Aniston and Lisa Kudrow,FX,Norway,French,TV-MA,Released,tt8405170,https://example.com/posters/tv_2010.jpg,dramatic,cozy_night,"dramatic,cozy_night,adventure"
TV_02011,Beyond Chronicles,TV Mini Series,Thriller,1977,1986.0,23,4,33,6.0,760106,A dark thriller tv mini series perfect for study_break. This dark series explores themes of adventure.,Director Brown,Matthew Perry and Lisa Kudrow,FX,Mexico,Spanish,TV-PG,Released,tt5656292,https://example.com/posters/tv_2011.jpg,dark,study_break,"dark,study_break,thriller"
TV_02012,In Tales,Documentary Series,Musical,1964,1966.0,78,11,52,6.0,604321,A uplifting musical documentary series perfect for bedtime. This uplifting series explores themes of friendship.,Director Brown,Matthew Perry and Matt LeBlanc,HBO,South Korea,Korean,TV-MA,Ended,tt7538464,https://example.com/posters/tv_2012.jpg,uplifting,bedtime,"uplifting,bedtime,musical"
TV_02013,A Chronicles,TV Series,Documentary,1943,1950.0,10,9,41,6.5,489954,A inspiring documentary tv series perfect for workout. This inspiring series explores themes of adventure.,Director Johnson,Jennifer Aniston and Lisa Kudrow,Amazon Prime,Spain,Spanish,TV-G,Released,tt7388717,https://example.com/posters/tv_2013.jpg,inspiring,workout,"inspiring,workout,documentary"
TV_02014,The Tales,TV Movie,Biography,1954,1963.0,1,5,60,7.4,769153,A dark biography tv movie perfect for sunny_day. This dark series explores themes of redemption.,Director Williams,Jennifer Aniston and Matt LeBlanc,ABC,Norway,Japanese,TV-G,Ongoing,tt4491152,https://example.com/posters/tv_2014.jpg,dark,sunny_day,"dark,sunny_day,biography"
TV_02015,Beyond Chronicles,TV Series,Mystery,1962,1970.0,68,3,23,3.9,353623,A calm mystery tv series perfect for study_break. This calm series explores themes of mystery.,Director Davis,Jennifer Aniston and Matt LeBlanc,BBC,Brazil,Spanish,TV-MA,Released,tt4282269,https://example.com/posters/tv_2015.jpg,calm,study_break,"calm,study_break,mystery"
TV_02016,A Tales,TV Special,War,1997,,37,5,52,4.5,304932,A inspiring war tv special perfect for focused_watching. This inspiring series explores themes of mystery.,Director Smith,Matthew Perry and Lisa Kudrow,FX,Germany,Japanese,TV-14,Released,tt1135963,https://example.com/posters/tv_2016.jpg,inspiring,focused_watching,"inspiring,focused_watching,war"
TV_02017,In Tales,TV Special,Reality,1994,1995.0,80,3,57,5.5,651359,A funny reality tv special perfect for family_time. This funny series explores themes of redemption.,Director Johnson,Jennifer Aniston and Lisa Kudrow,FX,UK,English,TV-G,Cancelled,tt7255934,https://example.com/posters/tv_2017.jpg,funny,family_time,"funny,family_time,reality"
TV_02018,Beyond Series,TV Special,Romance,2007,,142,3,54,7.4,627156,A uplifting romance tv special perfect for study_break. This uplifting series explores themes of adventure.,Director Johnson,Courteney Cox and David Schwimmer,Apple TV+,Sweden,French,TV-G,Cancelled,tt2718932,https://example.com/posters/tv_2018.jpg,uplifting,study_break,"uplifting,study_break,romance"
TV_02019,In Tales,TV Mini Series,Animation,1999,2008.0,150,10,54,8.1,313000,A dark animation tv mini series perfect for family_time. This dark series explores themes of friendship.,Director Brown,Matthew Perry and Matt LeBlanc,Peacock,South Korea,Spanish,TV-PG,Ongoing,tt8399335,https://example.com/posters/tv_2019.jpg,dark,family_time,"dark,family_time,animation"
TV_02020,Dark Matter,Documentary Series,Sci-Fi,2003,,89,15,57,5.6,558765,A funny sci-fi documentary series perfect for family_time. This funny series explores themes of love.,Director Davis,Matthew Perry and David Schwimmer,NBC,Brazil,English,TV-PG,Ended,tt4752448,https://example.com/posters/tv_2020.jpg,funny,family_time,"funny,family_time,sci-fi"
TV_02021,A Tales,TV Series,Action,1957,1961.0,70,1,57,4.8,728598,A intense action tv series perfect for bedtime. This intense series explores themes of love.,Director Smith,Jennifer Aniston and David Schwimmer,Netflix,Norway,French,TV-PG,Cancelled,tt9607549,https://example.com/posters/tv_2021.jpg,intense,bedtime,"intense,bedtime,action"
TV_02022,Parks and Recreation,Documentary Series,Comedy,1959,1964.0,21,6,57,7.9,97921,A exciting comedy documentary series perfect for family_time. This exciting series explores themes of friendship.,Director Johnson,Matthew Perry and Matt LeBlanc,BBC,South Korea,English,TV-G,Ended,tt6248148,https://example.com/posters/tv_2022.jpg,exciting,family_time,"exciting,family_time,comedy"
TV_02023,Beyond Chronicles,TV Movie,Sport,1949,1952.0,122,11,40,5.3,285818,A dramatic sport tv movie perfect for study_break. This dramatic series explores themes of discovery.,Director Davis,Matthew Perry and Matt LeBlanc,CBS,Canada,English,TV-PG,Cancelled,tt9031169,https://example.com/posters/tv_2023.jpg,dramatic,study_break,"dramatic,study_break,sport"
TV_02024,Beyond Series,TV Series,Sport,2001,2007.0,104,7,51,8.5,990130,A dramatic sport tv series perfect for bedtime. This dramatic series explores themes of love.,Director Davis,Matthew Perry and Lisa Kudrow,Hulu,Germany,English,TV-PG,Ended,tt9098271,https://example.com/posters/tv_2024.jpg,dramatic,bedtime,"dramatic,bedtime,sport"
TV_02025,The Chronicles,TV Special,Mystery,1980,,199,1,37,6.5,476364,A calm mystery tv special perfect for rainy_day. This calm series explores themes of adventure.,Director Johnson,Jennifer Aniston and Lisa Kudrow,AMC,Canada,Korean,TV-MA,Cancelled,tt5295006,https://example.com/posters/tv_2025.jpg,calm,rainy_day,"calm,rainy_day,mystery"
TV_02026,A Series,TV Series,Adventure,1952,1953.0,130,13,32,8.3,602175,A inspiring adventure tv series perfect for background_noise. This inspiring series explores themes of love.,Director Brown,Courteney Cox and David Schwimmer,Paramount+,Norway,Japanese,TV-MA,Cancelled,tt1447764,https://example.com/posters/tv_2026.jpg,inspiring,background_noise,"inspiring,background_noise,adventure"
TV_02027,In Series,TV Special,Horror,2018,2027.0,105,7,39,5.4,526857,A funny horror tv special perfect for cozy_night. This funny series explores themes of redemption.,Director Brown,Matthew Perry and Matt LeBlanc,Peacock,Germany,English,TV-PG,Ended,tt4041940,https://example.com/posters/tv_2027.jpg,funny,cozy_night,"funny,cozy_night,horror"
TV_02028,The Show,Documentary Series,Horror,2004,2013.0,126,4,60,8.0,846390,A dramatic horror documentary series perfect for focused_watching. This dramatic series explores themes of love.,Director Johnson,Matthew Perry and Lisa Kudrow,ABC,South Korea,Spanish,TV-MA,Cancelled,tt8557924,https://example.com/posters/tv_2028.jpg,dramatic,focused_watching,"dramatic,focused_watching,horror"
TV_02029,The Matter,TV Series,Sci-Fi,1958,1964.0,60,10,49,7.8,896239,A lighthearted sci-fi tv series perfect for weekend_marathon. This lighthearted series explores themes of mystery.,Director Williams,Courteney Cox and Matt LeBlanc,AMC,UK,French,TV-14,Released,tt2358137,https://example.com/posters/tv_2029.jpg,lighthearted,weekend_marathon,"lighthearted,weekend_marathon,sci-fi"
TV_02030,Beyond Chronicles,TV Movie,Sport,1942,1951.0,175,15,38,9.4,902481,A thoughtful sport tv movie perfect for weekend_marathon. This thoughtful series explores themes of adventure.,Director Davis,Matthew Perry and David Schwimmer,CBS,South Korea,Spanish,TV-G,Released,tt2260176,https://example.com/posters/tv_2030.jpg,thoughtful,weekend_marathon,"thoughtful,weekend_marathon,sport"
TV_02031,True Detective,TV Special,Crime,1958,1967.0,189,9,47,8.0,22145,A uplifting crime tv special perfect for bedtime. This uplifting series explores themes of love.,Director Brown,Matthew Perry and Lisa Kudrow,Showtime,Japan,Korean,TV-PG,Ended,tt3469821,https://example.com/posters/tv_2031.jpg,uplifting,bedtime,"uplifting,bedtime,crime"
TV_02032,Beyond Tales,TV Special,War,1968,,188,4,25,7.7,394192,A dark war tv special perfect for workout. This dark series explores themes of discovery.,Director Brown,Jennifer Aniston and Matt LeBlanc,NBC,Canada,French,TV-MA,Released,tt4204531,https://example.com/posters/tv_2032.jpg,dark,workout,"dark,workout,war"
TV_02033,A Tales,TV Series,Animation,1962,1972.0,166,1,34,5.0,260064,A thoughtful animation tv series perfect for binge_watching. This thoughtful series explores themes of love.,Director Johnson,Jennifer Aniston and David Schwimmer,ABC,Germany,Korean,TV-MA,Ended,tt1202010,https://example.com/posters/tv_2033.jpg,thoughtful,binge_watching,"thoughtful,binge_watching,animation"
TV_02034,The Bad,TV Series,Drama,1992,1993.0,32,3,47,7.5,486668,A mysterious drama tv series perfect for family_time. This mysterious series explores themes of love.,Director Brown,Jennifer Aniston and David Schwimmer,Paramount+,Norway,Japanese,TV-G,Ended,tt1377640,https://example.com/posters/tv_2034.jpg,mysterious,family_time,"mysterious,family_time,drama"
TV_02035,A Show,Documentary Series,Mystery,1974,,177,7,21,7.9,275618,A exciting mystery documentary series perfect for family_time. This exciting series explores themes of redemption.,Director Williams,Jennifer Aniston and Matt LeBlanc,Netflix,South Korea,Spanish,TV-14,Ongoing,tt4275615,https://example.com/posters/tv_2035.jpg,exciting,family_time,"exciting,family_time,mystery"
TV_02036,In Chronicles,Documentary Series,Biography,2008,2013.0,65,3,40,8.7,977805,A melancholic biography documentary series perfect for family_time. This melancholic series explores themes of redemption.,Director Johnson,Matthew Perry and Lisa Kudrow,Amazon Prime,Brazil,Japanese,TV-MA,Ended,tt9055310,https://example.com/posters/tv_2036.jpg,melancholic,family_time,"melancholic,family_time,biography"
TV_02037,Brooklyn Nine-Nine,TV Special,Comedy,1948,1952.0,169,8,24,5.6,620143,A thoughtful comedy tv special perfect for rainy_day. This thoughtful series explores themes of love.,Director Davis,Jennifer Aniston and David Schwimmer,AMC,Spain,Spanish,TV-14,Ended,tt8944178,https://example.com/posters/tv_2037.jpg,thoughtful,rainy_day,"thoughtful,rainy_day,comedy"
TV_02038,The Series,TV Series,Fantasy,1941,1946.0,51,3,56,4.9,149388,A mysterious fantasy tv series perfect for bedtime. This mysterious series explores themes of mystery.,Director Smith,Jennifer Aniston and Lisa Kudrow,Paramount+,Sweden,French,TV-MA,Ended,tt8929330,https://example.com/posters/tv_2038.jpg,mysterious,bedtime,"mysterious,bedtime,fantasy"
TV_02039,Beyond Chronicles,TV Series,Musical,1996,2000.0,182,3,29,4.7,113043,A thoughtful musical tv series perfect for date_night. This thoughtful series explores themes of friendship.,Director Johnson,Matthew Perry and Matt LeBlanc,Apple TV+,Mexico,Korean,TV-G,Released,tt5083330,https://example.com/posters/tv_2039.jpg,thoughtful,date_night,"thoughtful,date_night,musical"
