book_id,title,author,genre,published_year,pages,description,publisher,language,average_rating,ratings_count,isbn13,isbn10,thumbnail_url,downloads,mood,reading_condition,keywords
BOOK_02240,The Adventure,Kazuo Ishiguro,Fantasy,2025,462,An mysterious fantasy book perfect for winter_read. This mysterious story explores themes of growth.,HarperCollins,English,4.4,55805,9781431850159032,6610468704,https://example.com/covers/book_2240.jpg,114266,mysterious,winter_read,"mysterious,winter_read,fantasy"
BOOK_02241,Beyond Quest,Zadie Smith,Poetry,1994,319,An inspiring poetry book perfect for rainy_day. This inspiring story explores themes of growth.,Macmillan,English,4.7,58434,9783037039096801,3827310120,https://example.com/covers/book_2241.jpg,874950,inspiring,rainy_day,"inspiring,rainy_day,poetry"
BOOK_02242,A Journey,Gabriel Garcia Marquez,History,2024,218,An humorous history book perfect for winter_read. This humorous story explores themes of friendship.,HarperCollins,English,4.9,54237,9786605689058440,8126914816,https://example.com/covers/book_2242.jpg,116640,humorous,winter_read,"humorous,winter_read,history"
BOOK_02243,Beyond Journey,Haruki Murakami,Poetry,1961,459,An humorous poetry book perfect for sunny_day. This humorous story explores themes of adventure.,Hachette,English,3.6,39542,9787594997674259,7563285230,https://example.com/covers/book_2243.jpg,575697,humorous,sunny_day,"humorous,sunny_day,poetry"
BOOK_02244,The Story,J.K. Rowling,Adventure,1976,321,An uplifting adventure book perfect for cozy_night. This uplifting story explores themes of adventure.,Macmillan,English,3.3,70456,9784157473888965,4260481064,https://example.com/covers/book_2244.jpg,706120,uplifting,cozy_night,"uplifting,cozy_night,adventure"
BOOK_02245,In Story,J.R.R. Tolkien,Science,2012,169,An melancholic science book perfect for beach_read. This melancholic story explores themes of friendship.,HarperCollins,English,4.6,38082,9784686711867337,9821481557,https://example.com/covers/book_2245.jpg,6721,melancholic,beach_read,"melancholic,beach_read,science"
BOOK_02246,Beyond Future,Jane Austen,Sci-Fi,2009,781,An romantic sci-fi book perfect for winter_read. This romantic story explores themes of love.,HarperCollins,English,4.5,35263,9782679531234143,5747906552,https://example.com/covers/book_2246.jpg,539483,romantic,winter_read,"romantic,winter_read,sci-fi"
BOOK_02247,In Story,Haruki Murakami,Science,2013,498,An uplifting science book perfect for travel. This uplifting story explores themes of mystery.,Scholastic,English,4.1,67214,9788946926397706,5167160543,https://example.com/covers/book_2247.jpg,628112,uplifting,travel,"uplifting,travel,science"
BOOK_02248,Through Stars,Mark Twain,Sci-Fi,1965,615,An educational sci-fi book perfect for travel. This educational story explores themes of mystery.,Oxford University Press,English,3.3,91098,9785520474532843,3280681382,https://example.com/covers/book_2248.jpg,342819,educational,travel,"educational,travel,sci-fi"
BOOK_02249,The Quest,Virginia Woolf,History,1981,463,An inspiring history book perfect for sunny_day. This inspiring story explores themes of love.,Simon & Schuster,English,4.8,97041,9783609596522603,3300988156,https://example.com/covers/book_2249.jpg,375182,inspiring,sunny_day,"inspiring,sunny_day,history"
BOOK_02250,The Secret Puzzle,Zadie Smith,Mystery,1972,461,An relaxing mystery book perfect for winter_read. This relaxing story explores themes of adventure.,Cambridge University Press,English,3.4,95843,9785710588423409,9254586981,https://example.com/covers/book_2250.jpg,560329,relaxing,winter_read,"relaxing,winter_read,mystery"
BOOK_02251,The Adventure,Toni Morrison,Comedy,1963,459,An peaceful comedy book perfect for sunny_day. This peaceful story explores themes of friendship.,Cambridge University Press,English,4.0,39341,9786506325159899,1759470020,https://example.com/covers/book_2251.jpg,565978,peaceful,sunny_day,"peaceful,sunny_day,comedy"
BOOK_02252,A Adventure,Jane Austen,Fiction,1990,514,An relaxing fiction book perfect for morning_read. This relaxing story explores themes of friendship.,Macmillan,English,3.6,41428,9789897405608697,1433845553,https://example.com/covers/book_2252.jpg,457971,relaxing,morning_read,"relaxing,morning_read,fiction"
BOOK_02253,In Quest,Chimamanda Ngozi Adichie,Philosophy,1956,398,An melancholic philosophy book perfect for beach_read. This melancholic story explores themes of mystery.,Simon & Schuster,English,4.1,78398,9783516388625627,8327896861,https://example.com/covers/book_2253.jpg,401204,melancholic,beach_read,"melancholic,beach_read,philosophy"
BOOK_02254,The Missing Puzzle,J.R.R. Tolkien,Mystery,2018,142,An relaxing mystery book perfect for study_time. This relaxing story explores themes of friendship.,Hachette,English,3.9,66824,9782137127510404,7401686565,https://example.com/covers/book_2254.jpg,461710,relaxing,study_time,"relaxing,study_time,mystery"
BOOK_02255,The Story,Stephen King,Fantasy,2001,695,An dramatic fantasy book perfect for cozy_night. This dramatic story explores themes of growth.,Simon & Schuster,English,3.1,24755,9789424996495312,7983856681,https://example.com/covers/book_2255.jpg,455333,dramatic,cozy_night,"dramatic,cozy_night,fantasy"
BOOK_02256,Forever Promise,Jane Austen,Romance,1957,278,An uplifting romance book perfect for cozy_night. This uplifting story explores themes of adventure.,Cambridge University Press,English,3.1,68609,9784503455443623,3990263234,https://example.com/covers/book_2256.jpg,931344,uplifting,cozy_night,"uplifting,cozy_night,romance"
BOOK_02257,The Quest,J.R.R. Tolkien,Drama,2009,694,An thoughtful drama book perfect for travel. This thoughtful story explores themes of love.,Oxford University Press,English,4.1,53131,9787130893356245,6173774806,https://example.com/covers/book_2257.jpg,192694,thoughtful,travel,"thoughtful,travel,drama"
BOOK_02258,Forever Story,Neil Gaiman,Romance,1952,632,An romantic romance book perfect for morning_read. This romantic story explores themes of discovery.,HarperCollins,English,3.2,6285,9784317817073097,9199345686,https://example.com/covers/book_2258.jpg,694250,romantic,morning_read,"romantic,morning_read,romance"
BOOK_02259,A Quest,Gabriel Garcia Marquez,Drama,1999,233,An peaceful drama book perfect for study_time. This peaceful story explores themes of adventure.,Penguin Random House,English,4.9,82144,9782912685413325,7616788359,https://example.com/covers/book_2259.jpg,957654,peaceful,study_time,"peaceful,study_time,drama"
BOOK_02260,Beyond Adventure,George R.R. Martin,Thriller,1988,793,An mysterious thriller book perfect for cozy_night. This mysterious story explores themes of friendship.,HarperCollins,English,4.1,85394,9783080103998522,8980234067,https://example.com/covers/book_2260.jpg,163910,mysterious,cozy_night,"mysterious,cozy_night,thriller"
BOOK_02261,Beyond Journey,Virginia Woolf,Business,2003,795,An mysterious business book perfect for winter_read. This mysterious story explores themes of mystery.,Penguin Random House,English,4.4,53493,9787055221532839,1575814324,https://example.com/covers/book_2261.jpg,228400,mysterious,winter_read,"mysterious,winter_read,business"
BOOK_02262,In Story,Mark Twain,Thriller,1998,550,An uplifting thriller book perfect for beach_read. This uplifting story explores themes of growth.,Penguin Random House,English,3.2,30057,9788999317513981,1870029412,https://example.com/covers/book_2262.jpg,857085,uplifting,beach_read,"uplifting,beach_read,thriller"
BOOK_02263,The Adventure,Neil Gaiman,Poetry,1973,267,An melancholic poetry book perfect for study_time. This melancholic story explores themes of adventure.,Cambridge University Press,English,4.8,94673,9787770322026325,6662101943,https://example.com/covers/book_2263.jpg,841269,melancholic,study_time,"melancholic,study_time,poetry"
BOOK_02264,The Quest,Mark Twain,Horror,2001,369,An educational horror book perfect for travel. This educational story explores themes of growth.,Hachette,English,3.3,92031,9788998805492413,1570979003,https://example.com/covers/book_2264.jpg,141293,educational,travel,"educational,travel,horror"
BOOK_02265,In Quest,Stephen King,Business,2001,210,An dramatic business book perfect for winter_read. This dramatic story explores themes of discovery.,Macmillan,English,3.2,9668,9787222191809777,5247048906,https://example.com/covers/book_2265.jpg,943861,dramatic,winter_read,"dramatic,winter_read,business"
BOOK_02266,The Missing Case,Mark Twain,Mystery,2012,382,An inspiring mystery book perfect for study_time. This inspiring story explores themes of growth.,Hachette,English,4.6,82118,9789708400090435,7461198932,https://example.com/covers/book_2266.jpg,990755,inspiring,study_time,"inspiring,study_time,mystery"
BOOK_02267,A Journey,J.R.R. Tolkien,Science,2010,685,An relaxing science book perfect for beach_read. This relaxing story explores themes of friendship.,Macmillan,English,3.3,74258,9782835643423015,6666638025,https://example.com/covers/book_2267.jpg,483372,relaxing,beach_read,"relaxing,beach_read,science"
BOOK_02268,Beyond Adventure,Ernest Hemingway,Biography,2008,674,An thoughtful biography book perfect for bedtime. This thoughtful story explores themes of friendship.,Simon & Schuster,English,4.5,2746,9787972081589251,1372476573,https://example.com/covers/book_2268.jpg,554604,thoughtful,bedtime,"thoughtful,bedtime,biography"
BOOK_02269,Into Stars,Stephen King,Sci-Fi,1995,434,An relaxing sci-fi book perfect for sunny_day. This relaxing story explores themes of friendship.,Oxford University Press,English,4.4,52002,9785236827071554,2931818395,https://example.com/covers/book_2269.jpg,638761,relaxing,sunny_day,"relaxing,sunny_day,sci-fi"
BOOK_02270,In Adventure,J.K. Rowling,Comedy,1997,388,An humorous comedy book perfect for beach_read. This humorous story explores themes of growth.,Macmillan,English,4.9,86783,9781988542530687,4094006608,https://example.com/covers/book_2270.jpg,47125,humorous,beach_read,"humorous,beach_read,comedy"
BOOK_02271,A Quest,Gabriel Garcia Marquez,Comedy,1962,666,An exciting comedy book perfect for study_time. This exciting story explores themes of friendship.,Cambridge University Press,English,3.7,77930,9789439150102238,6151735353,https://example.com/covers/book_2271.jpg,7456,exciting,study_time,"exciting,study_time,comedy"
BOOK_02272,Beyond Journey,Agatha Christie,Educational,1973,450,An inspiring educational book perfect for morning_read. This inspiring story explores themes of love.,Penguin Random House,English,4.3,20773,9787918214897057,2646839926,https://example.com/covers/book_2272.jpg,483082,inspiring,morning_read,"inspiring,morning_read,educational"
BOOK_02273,Beyond Quest,Kazuo Ishiguro,Art,2024,201,An inspiring art book perfect for bedtime. This inspiring story explores themes of love.,HarperCollins,English,4.6,40107,9786233427120147,1375963199,https://example.com/covers/book_2273.jpg,229536,inspiring,bedtime,"inspiring,bedtime,art"
BOOK_02274,The Journey,George R.R. Martin,Thriller,2010,675,An educational thriller book perfect for rainy_day. This educational story explores themes of mystery.,Oxford University Press,English,4.8,8067,9783959992348247,1130213631,https://example.com/covers/book_2274.jpg,470114,educational,rainy_day,"educational,rainy_day,thriller"
BOOK_02275,Beyond Adventure,J.R.R. Tolkien,Philosophy,1968,311,An melancholic philosophy book perfect for rainy_day. This melancholic story explores themes of growth.,Oxford University Press,English,3.2,74313,9786677500815825,7531446864,https://example.com/covers/book_2275.jpg,763882,melancholic,rainy_day,"melancholic,rainy_day,philosophy"
BOOK_02276,The Future,Stephen King,Sci-Fi,1959,230,An dramatic sci-fi book perfect for beach_read. This dramatic story explores themes of friendship.,Penguin Random House,English,4.8,57900,9783179355152066,3303205334,https://example.com/covers/book_2276.jpg,546297,dramatic,beach_read,"dramatic,beach_read,sci-fi"
BOOK_02277,Beyond Journey,J.R.R. Tolkien,Science,2024,326,An peaceful science book perfect for study_time. This peaceful story explores themes of adventure.,Cambridge University Press,English,3.8,86023,9785071324175020,7067333460,https://example.com/covers/book_2277.jpg,497502,peaceful,study_time,"peaceful,study_time,science"
BOOK_02278,How to Achieve Growth,Virginia Woolf,Self-Help,2019,733,An inspiring self-help book perfect for morning_read. This inspiring story explores themes of mystery.,Macmillan,English,4.0,42579,9786333975367841,8248636648,https://example.com/covers/book_2278.jpg,647855,inspiring,morning_read,"inspiring,morning_read,self-help"
BOOK_02279,The Journey,George R.R. Martin,Cooking,1977,669,An romantic cooking book perfect for morning_read. This romantic story explores themes of adventure.,Simon & Schuster,English,3.6,7609,9789007727008220,3680203181,https://example.com/covers/book_2279.jpg,93708,romantic,morning_read,"romantic,morning_read,cooking"
BOOK_02280,Beyond Adventure,Toni Morrison,Art,1971,694,An thoughtful art book perfect for morning_read. This thoughtful story explores themes of growth.,Hachette,English,4.5,39532,9781967907328708,2094470711,https://example.com/covers/book_2280.jpg,764978,thoughtful,morning_read,"thoughtful,morning_read,art"
BOOK_02281,Beyond Quest,Ernest Hemingway,Philosophy,2009,700,An relaxing philosophy book perfect for morning_read. This relaxing story explores themes of friendship.,Macmillan,English,4.8,61048,9789748758999537,8331676463,https://example.com/covers/book_2281.jpg,472547,relaxing,morning_read,"relaxing,morning_read,philosophy"
BOOK_02282,In Adventure,Margaret Atwood,Horror,1973,210,An mysterious horror book perfect for rainy_day. This mysterious story explores themes of friendship.,Hachette,English,3.6,5176,9787883651201913,2815898588,https://example.com/covers/book_2282.jpg,770981,mysterious,rainy_day,"mysterious,rainy_day,horror"
BOOK_02283,Beyond Quest,J.R.R. Tolkien,Business,2004,748,An thoughtful business book perfect for winter_read. This thoughtful story explores themes of adventure.,HarperCollins,English,3.9,91312,9789390223005240,5126555496,https://example.com/covers/book_2283.jpg,677538,thoughtful,winter_read,"thoughtful,winter_read,business"
BOOK_02284,Beyond Journey,Gabriel Garcia Marquez,Fiction,1965,317,An exciting fiction book perfect for beach_read. This exciting story explores themes of mystery.,Macmillan,English,4.2,84992,9789361705239278,7098255335,https://example.com/covers/book_2284.jpg,160980,exciting,beach_read,"exciting,beach_read,fiction"
BOOK_02285,Beyond Adventure,J.K. Rowling,Adventure,2016,713,An peaceful adventure book perfect for cozy_night. This peaceful story explores themes of mystery.,Hachette,English,3.3,53114,9787724705192637,2649730528,https://example.com/covers/book_2285.jpg,313005,peaceful,cozy_night,"peaceful,cozy_night,adventure"
BOOK_02286,The Hidden Mystery,Gabriel Garcia Marquez,Mystery,1972,164,An inspiring mystery book perfect for study_time. This inspiring story explores themes of mystery.,Scholastic,English,3.7,38961,9782492468731335,4125736877,https://example.com/covers/book_2286.jpg,788939,inspiring,study_time,"inspiring,study_time,mystery"
BOOK_02287,In Story,Agatha Christie,Educational,1980,546,An uplifting educational book perfect for cozy_night. This uplifting story explores themes of love.,Oxford University Press,English,3.3,73179,9785444832642214,3505946046,https://example.com/covers/book_2287.jpg,339436,uplifting,cozy_night,"uplifting,cozy_night,educational"
BOOK_02288,The Quest,Stephen King,Fiction,1972,364,An uplifting fiction book perfect for morning_read. This uplifting story explores themes of love.,Simon & Schuster,English,3.4,39275,9783755346936474,3300352065,https://example.com/covers/book_2288.jpg,366920,uplifting,morning_read,"uplifting,morning_read,fiction"
BOOK_02289,Beyond Story,Ernest Hemingway,History,1966,106,An romantic history book perfect for cozy_night. This romantic story explores themes of discovery.,Penguin Random House,English,3.2,70372,9785171526907833,1921949537,https://example.com/covers/book_2289.jpg,574024,romantic,cozy_night,"romantic,cozy_night,history"
BOOK_02290,A Journey,Agatha Christie,Business,2013,450,An melancholic business book perfect for morning_read. This melancholic story explores themes of growth.,Scholastic,English,4.0,43587,9782322178728637,6213953208,https://example.com/covers/book_2290.jpg,433649,melancholic,morning_read,"melancholic,morning_read,business"
BOOK_02291,The Journey,Jane Austen,Fantasy,2020,101,An educational fantasy book perfect for cozy_night. This educational story explores themes of adventure.,Hachette,English,3.7,48040,9783908884845083,7999952132,https://example.com/covers/book_2291.jpg,459757,educational,cozy_night,"educational,cozy_night,fantasy"
BOOK_02292,Beyond Story,J.R.R. Tolkien,Business,1966,475,An mysterious business book perfect for winter_read. This mysterious story explores themes of love.,Hachette,English,4.0,11719,9786068156566558,3184556362,https://example.com/covers/book_2292.jpg,918275,mysterious,winter_read,"mysterious,winter_read,business"
BOOK_02293,A Journey,Agatha Christie,Non-Fiction,2025,752,An educational non-fiction book perfect for travel. This educational story explores themes of discovery.,Macmillan,English,3.7,19400,9784381684884572,7002898061,https://example.com/covers/book_2293.jpg,356430,educational,travel,"educational,travel,non-fiction"
BOOK_02294,A Adventure,Kazuo Ishiguro,Cooking,1966,794,An melancholic cooking book perfect for winter_read. This melancholic story explores themes of growth.,HarperCollins,English,3.5,44310,9785963837202355,5635681508,https://example.com/covers/book_2294.jpg,559234,melancholic,winter_read,"melancholic,winter_read,cooking"
BOOK_02295,A Adventure,Zadie Smith,Fantasy,1993,190,An humorous fantasy book perfect for bedtime. This humorous story explores themes of adventure.,Penguin Random House,English,4.8,12129,9789481319986076,2241120599,https://example.com/covers/book_2295.jpg,546371,humorous,bedtime,"humorous,bedtime,fantasy"
BOOK_02296,The Journey,Ernest Hemingway,Thriller,1955,614,An dramatic thriller book perfect for sunny_day. This dramatic story explores themes of mystery.,HarperCollins,English,3.4,20848,9788778693133746,8628028906,https://example.com/covers/book_2296.jpg,358139,dramatic,sunny_day,"dramatic,sunny_day,thriller"
BOOK_02297,The Quest,Agatha Christie,Travel,1988,235,An thoughtful travel book perfect for sunny_day. This thoughtful story explores themes of mystery.,Oxford University Press,English,4.9,71112,9781692196492920,9141786617,https://example.com/covers/book_2297.jpg,227012,thoughtful,sunny_day,"thoughtful,sunny_day,travel"
BOOK_02298,Beyond Journey,Neil Gaiman,Poetry,1998,197,An thoughtful poetry book perfect for winter_read. This thoughtful story explores themes of love.,Hachette,English,4.8,74643,9781052003708183,5757087388,https://example.com/covers/book_2298.jpg,868771,thoughtful,winter_read,"thoughtful,winter_read,poetry"
BOOK_02299,In Journey,Kazuo Ishiguro,Business,2005,406,An relaxing business book perfect for sunny_day. This relaxing story explores themes of mystery.,Cambridge University Press,English,4.8,80135,9787908550043128,1480782511,https://example.com/covers/book_2299.jpg,740153,relaxing,sunny_day,"relaxing,sunny_day,business"
BOOK_02300,The Journey,Gabriel Garcia Marquez,Philosophy,1957,374,An educational philosophy book perfect for sunny_day. This educational story explores themes of discovery.,Hachette,English,3.4,47116,9784292955314136,4960411158,https://example.com/covers/book_2300.jpg,195931,educational,sunny_day,"educational,sunny_day,philosophy"
BOOK_02301,The Lost Affair,Virginia Woolf,Mystery,1962,757,An relaxing mystery book perfect for study_time. This relaxing story explores themes of growth.,Scholastic,English,3.4,2070,9785885759257056,5575251660,https://example.com/covers/book_2301.jpg,793639,relaxing,study_time,"relaxing,study_time,mystery"
BOOK_02302,The Secret Puzzle,J.K. Rowling,Mystery,1994,302,An dramatic mystery book perfect for winter_read. This dramatic story explores themes of love.,Macmillan,English,4.8,25904,9787587703714364,4356065468,https://example.com/covers/book_2302.jpg,837201,dramatic,winter_read,"dramatic,winter_read,mystery"
BOOK_02303,The Story,Ernest Hemingway,Thriller,2016,527,An educational thriller book perfect for travel. This educational story explores themes of mystery.,Macmillan,English,3.8,15512,9788440372857747,5709634388,https://example.com/covers/book_2303.jpg,724241,educational,travel,"educational,travel,thriller"
BOOK_02304,The Future,Zadie Smith,Sci-Fi,1980,734,An mysterious sci-fi book perfect for winter_read. This mysterious story explores themes of love.,Cambridge University Press,English,4.3,6606,9783015430304586,9535691195,https://example.com/covers/book_2304.jpg,604431,mysterious,winter_read,"mysterious,winter_read,sci-fi"
BOOK_02305,The Lost Mystery,Haruki Murakami,Mystery,1961,523,An inspiring mystery book perfect for beach_read. This inspiring story explores themes of mystery.,Hachette,English,3.9,8953,9785020993470531,4639370642,https://example.com/covers/book_2305.jpg,201542,inspiring,beach_read,"inspiring,beach_read,mystery"
BOOK_02306,A Journey,Mark Twain,Travel,1971,300,An uplifting travel book perfect for bedtime. This uplifting story explores themes of mystery.,Hachette,English,4.5,62618,9789087576685184,1202591167,https://example.com/covers/book_2306.jpg,671361,uplifting,bedtime,"uplifting,bedtime,travel"
BOOK_02307,Beyond Journey,Stephen King,Cooking,1968,567,An humorous cooking book perfect for bedtime. This humorous story explores themes of love.,Oxford University Press,English,4.5,78106,9783653206777969,9089463065,https://example.com/covers/book_2307.jpg,21017,humorous,bedtime,"humorous,bedtime,cooking"
BOOK_02308,Beyond Journey,Mark Twain,Business,1989,379,An romantic business book perfect for study_time. This romantic story explores themes of growth.,Scholastic,English,3.6,75985,9782058834270599,6706156164,https://example.com/covers/book_2308.jpg,458953,romantic,study_time,"romantic,study_time,business"
BOOK_02309,Beyond Story,J.K. Rowling,Educational,1972,527,An thoughtful educational book perfect for cozy_night. This thoughtful story explores themes of discovery.,Simon & Schuster,English,4.1,70741,9781878727966599,5538771302,https://example.com/covers/book_2309.jpg,855990,thoughtful,cozy_night,"thoughtful,cozy_night,educational"
BOOK_02310,In Story,Zadie Smith,Educational,2007,491,An inspiring educational book perfect for travel. This inspiring story explores themes of growth.,Scholastic,English,3.6,95538,9782209960607529,9469320603,https://example.com/covers/book_2310.jpg,674298,inspiring,travel,"inspiring,travel,educational"
BOOK_02311,A Journey,Neil Gaiman,Fantasy,1979,143,An thoughtful fantasy book perfect for winter_read. This thoughtful story explores themes of adventure.,Oxford University Press,English,4.4,4117,9788819033660755,3295974610,https://example.com/covers/book_2311.jpg,650671,thoughtful,winter_read,"thoughtful,winter_read,fantasy"
BOOK_02312,Beyond Quest,Ernest Hemingway,Art,1987,501,An mysterious art book perfect for morning_read. This mysterious story explores themes of discovery.,Macmillan,English,3.9,79995,9782163005276551,5657363792,https://example.com/covers/book_2312.jpg,543114,mysterious,morning_read,"mysterious,morning_read,art"
BOOK_02313,The Story,Jane Austen,Science,1964,356,An mysterious science book perfect for rainy_day. This mysterious story explores themes of friendship.,Cambridge University Press,English,4.9,62980,9787515118861456,8225865506,https://example.com/covers/book_2313.jpg,722245,mysterious,rainy_day,"mysterious,rainy_day,science"
BOOK_02314,The Adventure,Jane Austen,Fiction,2014,327,An humorous fiction book perfect for travel. This humorous story explores themes of growth.,Simon & Schuster,English,3.3,64038,9785940750250060,7851826162,https://example.com/covers/book_2314.jpg,641900,humorous,travel,"humorous,travel,fiction"
BOOK_02315,Love Dream,J.K. Rowling,Romance,2006,214,An educational romance book perfect for bedtime. This educational story explores themes of adventure.,Hachette,English,3.2,85686,9788672690629855,6003173210,https://example.com/covers/book_2315.jpg,544054,educational,bedtime,"educational,bedtime,romance"
BOOK_02316,A Journey,Zadie Smith,Biography,1980,775,An exciting biography book perfect for beach_read. This exciting story explores themes of adventure.,Scholastic,English,4.4,47607,9786768718310030,6732350261,https://example.com/covers/book_2316.jpg,360704,exciting,beach_read,"exciting,beach_read,biography"
BOOK_02317,A Adventure,Ernest Hemingway,Fiction,1981,508,An peaceful fiction book perfect for study_time. This peaceful story explores themes of friendship.,Simon & Schuster,English,3.0,97965,9782172301004662,9337261816,https://example.com/covers/book_2317.jpg,916563,peaceful,study_time,"peaceful,study_time,fiction"
BOOK_02318,A Journey,George R.R. Martin,Biography,1979,616,An thoughtful biography book perfect for sunny_day. This thoughtful story explores themes of mystery.,HarperCollins,English,3.1,15500,9781601463975838,4712324881,https://example.com/covers/book_2318.jpg,129418,thoughtful,sunny_day,"thoughtful,sunny_day,biography"
BOOK_02319,Beyond Quest,J.K. Rowling,Educational,1956,591,An dramatic educational book perfect for cozy_night. This dramatic story explores themes of friendship.,Scholastic,English,3.7,98009,9782759468046117,1565700335,https://example.com/covers/book_2319.jpg,897476,dramatic,cozy_night,"dramatic,cozy_night,educational"
BOOK_02320,The Adventure,J.K. Rowling,Cooking,2020,212,An uplifting cooking book perfect for morning_read. This uplifting story explores themes of mystery.,Scholastic,English,3.1,66789,9787506486026073,9788337700,https://example.com/covers/book_2320.jpg,97532,uplifting,morning_read,"uplifting,morning_read,cooking"
BOOK_02321,A Story,George R.R. Martin,Business,2014,496,An exciting business book perfect for cozy_night. This exciting story explores themes of growth.,Oxford University Press,English,4.2,38627,9789179895904617,9484892431,https://example.com/covers/book_2321.jpg,613075,exciting,cozy_night,"exciting,cozy_night,business"
BOOK_02322,In Journey,Haruki Murakami,Adventure,1958,463,An romantic adventure book perfect for beach_read. This romantic story explores themes of growth.,Scholastic,English,3.3,26535,9781245583936612,4594640859,https://example.com/covers/book_2322.jpg,677662,romantic,beach_read,"romantic,beach_read,adventure"
BOOK_02323,A Story,Virginia Woolf,Thriller,1975,357,An peaceful thriller book perfect for travel. This peaceful story explores themes of friendship.,HarperCollins,English,4.0,97917,9782257968508657,6311386792,https://example.com/covers/book_2323.jpg,807422,peaceful,travel,"peaceful,travel,thriller"
BOOK_02324,The Journey,Virginia Woolf,Art,1986,713,An peaceful art book perfect for morning_read. This peaceful story explores themes of adventure.,Hachette,English,3.5,21371,9788286487613507,9614744974,https://example.com/covers/book_2324.jpg,612898,peaceful,morning_read,"peaceful,morning_read,art"
BOOK_02325,Love Dream,J.R.R. Tolkien,Romance,1966,548,An inspiring romance book perfect for rainy_day. This inspiring story explores themes of mystery.,Cambridge University Press,English,4.8,1772,9784570321993554,6267222345,https://example.com/covers/book_2325.jpg,891209,inspiring,rainy_day,"inspiring,rainy_day,romance"
BOOK_02326,A Quest,Haruki Murakami,Fiction,2001,574,An romantic fiction book perfect for study_time. This romantic story explores themes of love.,HarperCollins,English,4.4,73488,9781687195513716,3328563987,https://example.com/covers/book_2326.jpg,376064,romantic,study_time,"romantic,study_time,fiction"
BOOK_02327,A Journey,Kazuo Ishiguro,Science,2015,137,An educational science book perfect for cozy_night. This educational story explores themes of mystery.,Simon & Schuster,English,4.2,39591,9783008891631969,6074892230,https://example.com/covers/book_2327.jpg,408217,educational,cozy_night,"educational,cozy_night,science"
BOOK_02328,Into Stars,Haruki Murakami,Sci-Fi,1986,332,An educational sci-fi book perfect for bedtime. This educational story explores themes of mystery.,Oxford University Press,English,4.1,31235,9782884284135729,8940814995,https://example.com/covers/book_2328.jpg,951703,educational,bedtime,"educational,bedtime,sci-fi"
BOOK_02329,Beyond Adventure,Ernest Hemingway,Educational,2022,438,An romantic educational book perfect for travel. This romantic story explores themes of friendship.,HarperCollins,English,4.1,42767,9788618383623992,1050394165,https://example.com/covers/book_2329.jpg,214817,romantic,travel,"romantic,travel,educational"
BOOK_02330,How to Transform Peace,Toni Morrison,Self-Help,2006,364,An humorous self-help book perfect for cozy_night. This humorous story explores themes of love.,Scholastic,English,4.3,84503,9787275189533174,2889882273,https://example.com/covers/book_2330.jpg,907819,humorous,cozy_night,"humorous,cozy_night,self-help"
BOOK_02331,The Story,Zadie Smith,Educational,1983,652,An peaceful educational book perfect for cozy_night. This peaceful story explores themes of love.,Cambridge University Press,English,3.2,17962,9786612770682252,3480030564,https://example.com/covers/book_2331.jpg,207108,peaceful,cozy_night,"peaceful,cozy_night,educational"
BOOK_02332,In Story,Mark Twain,Thriller,1953,248,An exciting thriller book perfect for sunny_day. This exciting story explores themes of friendship.,Cambridge University Press,English,3.0,85399,9781228077896644,8154299175,https://example.com/covers/book_2332.jpg,526772,exciting,sunny_day,"exciting,sunny_day,thriller"
BOOK_02333,Beyond Quest,Ernest Hemingway,Poetry,2002,158,An mysterious poetry book perfect for morning_read. This mysterious story explores themes of friendship.,HarperCollins,English,3.9,12149,9783666515795272,4817553123,https://example.com/covers/book_2333.jpg,848648,mysterious,morning_read,"mysterious,morning_read,poetry"
BOOK_02334,Into Void,Gabriel Garcia Marquez,Sci-Fi,1950,368,An educational sci-fi book perfect for bedtime. This educational story explores themes of mystery.,Hachette,English,3.4,18596,9781749982431414,8097426346,https://example.com/covers/book_2334.jpg,338955,educational,bedtime,"educational,bedtime,sci-fi"
BOOK_02335,In Story,J.K. Rowling,Horror,1994,557,An exciting horror book perfect for sunny_day. This exciting story explores themes of growth.,HarperCollins,English,4.1,4250,9783123395968024,2297698562,https://example.com/covers/book_2335.jpg,880229,exciting,sunny_day,"exciting,sunny_day,horror"
BOOK_02336,The Journey,George R.R. Martin,Educational,1953,500,An dramatic educational book perfect for winter_read. This dramatic story explores themes of love.,Penguin Random House,English,3.5,15742,9787373076175785,4193492738,https://example.com/covers/book_2336.jpg,973226,dramatic,winter_read,"dramatic,winter_read,educational"
BOOK_02337,Beyond Quest,Toni Morrison,Biography,1951,321,An peaceful biography book perfect for travel. This peaceful story explores themes of mystery.,HarperCollins,English,4.6,61707,9789176918635443,5749042611,https://example.com/covers/book_2337.jpg,756099,peaceful,travel,"peaceful,travel,biography"
BOOK_02338,The Missing Case,Jane Austen,Mystery,1994,316,An educational mystery book perfect for winter_read. This educational story explores themes of mystery.,Cambridge University Press,English,4.8,65501,9786924385214172,2388414602,https://example.com/covers/book_2338.jpg,771868,educational,winter_read,"educational,winter_read,mystery"
