domain,id,title,mood_score,weather_score,time_score,activity_score,normalized_rating,popularity_score,description_length,processed_description,genre,year_normalized
food,FOOD_04233,Brazilian Appetizer,0,0,0,0,0.123076916,0.02474,16,indulgent brazilian appetizer perfect summerday indulgent dish delicious great summerday,,0.88235295
food,FOOD_04234,Mediterranean Appetizer,0,0,0,5,0.26153845,0.04741,16,comforting mediterranean appetizer perfect party comforting dish satisfying great party,,0.88235295
food,FOOD_04235,Mediterranean Sauce,0,0,0,0,0.18461536,0.03149,16,healthy mediterranean sauce perfect sunnyday healthy dish flavorful great sunnyday,,0.88235295
food,FOOD_04236,Brazilian Beverage,0,0,0,0,0.13846156,0.04344,16,hearty brazilian beverage perfect familydinner hearty dish flavorful great familydinner,,0.88235295
food,FOOD_04237,Spanish Salad,0,0,0,0,0.20000003,0.01147,16,healthy spanish salad perfect picnic healthy dish satisfying great picnic,,0.88235295
food,FOOD_04238,Italian Salad,0,0,0,0,0.123076916,0.04399,16,indulgent italian salad perfect studysession indulgent dish flavorful great studysession,,0.88235295
food,FOOD_04239,Greek Side Dish,0,0,0,0,0.061538476,0.03494,17,indulgent greek side dish perfect sunnyday indulgent dish flavorful great sunnyday,,0.88235295
food,FOOD_04240,Mexican Breakfast,0,0,0,0,0.107692316,0.00887,16,comforting mexican breakfast perfect hangover comforting dish flavorful great hangover,,0.88235295
food,FOOD_04241,Peruvian Citrus Cake,0,0,0,0,0.07692308,0.04899,16,refreshing peruvian dessert perfect winterday refreshing dish flavorful great winterday,,0.88235295
food,FOOD_04242,Lebanese Salad,0,0,0,0,0.24615383,0.00524,16,satisfying lebanese salad perfect hangover satisfying dish delicious great hangover,,0.88235295
food,FOOD_04243,Moroccan Appetizer,0,0,0,0,0.18461536,0.04339,16,relaxing moroccan appetizer perfect studysession relaxing dish satisfying great studysession,,0.88235295
food,FOOD_04244,Mexican Vanilla Cake,0,0,0,0,0.0153846005,0.04638,16,comforting mexican dessert perfect movienight comforting dish delicious great movienight,,0.88235295
food,FOOD_04245,Mexican Salad,0,0,0,0,0.15384616,0.04599,16,comforting mexican salad perfect summerday comforting dish flavorful great summerday,,0.88235295
food,FOOD_04246,Greek Fish Grill,0,0,0,0,0.18461536,0.00164,17,comforting greek main course perfect winterday comforting dish flavorful great winterday,,0.88235295
food,FOOD_04247,American Fish Stir-fry,0,0,0,0,0.107692316,0.00468,17,satisfying american main course perfect movienight satisfying dish satisfying great movienight,,0.88235295
food,FOOD_04248,Thai Breakfast,0,0,0,0,0.2923077,0.01674,16,refreshing thai breakfast perfect workout refreshing dish delicious great workout,,0.88235295
food,FOOD_04249,Greek Breakfast,0,0,0,0,0.13846156,0.01116,16,celebratory greek breakfast perfect winterday celebratory dish satisfying great winterday,,0.88235295
food,FOOD_04250,Vietnamese Breakfast,0,0,0,0,0.30769232,0.04324,16,light vietnamese breakfast perfect sunnyday light dish satisfying great sunnyday,,0.88235295
food,FOOD_04251,Moroccan Beverage,0,0,0,0,0.24615383,0.01129,16,indulgent moroccan beverage perfect datenight indulgent dish satisfying great datenight,,0.88235295
food,FOOD_04252,Lebanese Appetizer,0,0,0,5,0.123076916,0.01274,16,warming lebanese appetizer perfect party warming dish delicious great party,,0.88235295
food,FOOD_04253,Korean Beverage,0,0,0,0,0.09230768,0.04617,16,indulgent korean beverage perfect movienight indulgent dish satisfying great movienight,,0.88235295
food,FOOD_04254,Chinese Beverage,0,0,0,0,0.16923076,0.02917,16,cooling chinese beverage perfect datenight cooling dish flavorful great datenight,,0.88235295
food,FOOD_04255,Turkish Beef Grill,0,0,0,0,0.27692312,0.02901,17,light turkish main course perfect hangover light dish delicious great hangover,,0.88235295
food,FOOD_04256,Italian Breakfast,0,0,0,0,0.20000003,0.05,16,warming italian breakfast perfect picnic warming dish flavorful great picnic,,0.88235295
food,FOOD_04257,Japanese Breakfast,0,0,0,0,0.04615384,0.00333,16,cooling japanese breakfast perfect sunnyday cooling dish delicious great sunnyday,,0.88235295
food,FOOD_04258,Spanish Side Dish,0,0,0,0,0.061538476,0.02376,17,satisfying spanish side dish perfect studysession satisfying dish nutritious great studysession,,0.88235295
food,FOOD_04259,Lebanese Lunch,0,0,0,0,0.23076923,0.03615,16,healthy lebanese lunch perfect sunnyday healthy dish satisfying great sunnyday,,0.88235295
food,FOOD_04260,Thai Chocolate Tart,0,0,0,0,0.20000003,0.00912,16,warming thai dessert perfect picnic warming dish delicious great picnic,,0.88235295
food,FOOD_04261,American Breakfast,0,0,0,0,0.21538463,0.04105,16,hearty american breakfast perfect familydinner hearty dish nutritious great familydinner,,0.88235295
food,FOOD_04262,American Snack,0,0,0,0,0.18461536,0.01761,16,satisfying american snack perfect familydinner satisfying dish satisfying great familydinner,,0.88235295
food,FOOD_04263,Vietnamese Snack,0,0,0,0,0.0153846005,0.02074,16,energizing vietnamese snack perfect winterday energizing dish nutritious great winterday,,0.88235295
food,FOOD_04264,Brazilian Side Dish,0,0,0,0,0.15384616,0.01327,17,energizing brazilian side dish perfect hangover energizing dish delicious great hangover,,0.88235295
food,FOOD_04265,Indian Breakfast,0,0,0,0,0.030769238,0.04671,16,celebratory indian breakfast perfect summerday celebratory dish flavorful great summerday,,0.88235295
food,FOOD_04266,Greek Lunch,0,0,0,0,0.21538463,0.04116,16,warming greek lunch perfect movienight warming dish delicious great movienight,,0.88235295
food,FOOD_04267,Greek Lunch,0,0,0,0,0.20000003,0.00695,16,comforting greek lunch perfect rainyday comforting dish nutritious great rainyday,,0.88235295
food,FOOD_04268,French Snack,0,0,0,0,0.18461536,0.04775,16,celebratory french snack perfect hangover celebratory dish satisfying great hangover,,0.88235295
food,FOOD_04269,French Salad,0,0,0,0,0.09230768,0.00536,16,celebratory french salad perfect picnic celebratory dish nutritious great picnic,,0.88235295
food,FOOD_04270,Lebanese Snack,0,0,0,0,0.20000003,0.03341,16,light lebanese snack perfect picnic light dish flavorful great picnic,,0.88235295
food,FOOD_04271,Chinese Sauce,0,0,0,0,0.20000003,0.0207,16,refreshing chinese sauce perfect sunnyday refreshing dish satisfying great sunnyday,,0.88235295
food,FOOD_04272,Vietnamese Beverage,0,0,0,0,0.030769238,0.00495,16,healthy vietnamese beverage perfect picnic healthy dish satisfying great picnic,,0.88235295
food,FOOD_04273,Thai Side Dish,0,0,0,5,0.13846156,0.0233,17,hearty thai side dish perfect party hearty dish satisfying great party,,0.88235295
food,FOOD_04274,French Dinner,0,0,0,0,0.0153846005,0.0314,16,indulgent french dinner perfect summerday indulgent dish satisfying great summerday,,0.88235295
food,FOOD_04275,Japanese Side Dish,0,0,0,0,0.04615384,0.0276,17,light japanese side dish perfect summerday light dish delicious great summerday,,0.88235295
food,FOOD_04276,Korean Citrus Pudding,0,0,0,0,0.26153845,0.00699,16,celebratory korean dessert perfect datenight celebratory dish delicious great datenight,,0.88235295
food,FOOD_04277,Turkish Vegetable Soup,0,0,0,0,0.21538463,0.04922,16,indulgent turkish soup perfect workout indulgent dish flavorful great workout,,0.88235295
food,FOOD_04278,Spanish Chocolate Pudding,0,0,0,0,0.26153845,0.03963,16,hearty spanish dessert perfect picnic hearty dish nutritious great picnic,,0.88235295
food,FOOD_04279,Brazilian Appetizer,0,0,0,5,0.09230768,0.00294,16,healthy brazilian appetizer perfect party healthy dish delicious great party,,0.88235295
food,FOOD_04280,Spanish Lunch,0,0,0,0,0.16923076,0.01176,16,hearty spanish lunch perfect studysession hearty dish nutritious great studysession,,0.88235295
food,FOOD_04281,Spanish Salad,0,0,0,0,0.23076923,0.04833,16,indulgent spanish salad perfect sunnyday indulgent dish satisfying great sunnyday,,0.88235295
food,FOOD_04282,Thai Dinner,0,0,0,0,0.26153845,0.01619,16,cooling thai dinner perfect sunnyday cooling dish delicious great sunnyday,,0.88235295
food,FOOD_04283,Indian Appetizer,0,0,0,0,0.09230768,0.01763,16,celebratory indian appetizer perfect workout celebratory dish nutritious great workout,,0.88235295
food,FOOD_04284,Thai Salad,0,0,0,0,0.20000003,0.00926,16,warming thai salad perfect datenight warming dish nutritious great datenight,,0.88235295
food,FOOD_04285,Mediterranean Tomato Soup,0,0,0,0,0.07692308,0.03344,16,cooling mediterranean soup perfect movienight cooling dish flavorful great movienight,,0.88235295
food,FOOD_04286,Chinese Side Dish,0,0,0,0,0.13846156,0.00142,17,indulgent chinese side dish perfect picnic indulgent dish flavorful great picnic,,0.88235295
food,FOOD_04287,Peruvian Side Dish,0,0,0,0,0.27692312,0.00091,17,healthy peruvian side dish perfect movienight healthy dish delicious great movienight,,0.88235295
food,FOOD_04288,Italian Lunch,0,0,0,0,0.15384616,0.02412,16,energizing italian lunch perfect datenight energizing dish satisfying great datenight,,0.88235295
food,FOOD_04289,Spanish Chicken Curry,0,0,0,0,0.26153845,0.01572,17,celebratory spanish main course perfect winterday celebratory dish nutritious great winterday,,0.88235295
food,FOOD_04290,Indian Side Dish,0,0,0,0,0.23076923,0.01844,17,comforting indian side dish perfect winterday comforting dish nutritious great winterday,,0.88235295
food,FOOD_04291,Peruvian Beverage,0,0,0,0,0.2923077,0.03904,16,indulgent peruvian beverage perfect picnic indulgent dish delicious great picnic,,0.88235295
food,FOOD_04292,Korean Beverage,0,0,0,0,0.27692312,0.01836,16,comforting korean beverage perfect studysession comforting dish satisfying great studysession,,0.88235295
food,FOOD_04293,Thai Tomato Soup,0,0,0,0,0.2923077,0.016,16,light thai soup perfect picnic light dish nutritious great picnic,,0.88235295
food,FOOD_04294,Lebanese Breakfast,0,0,0,0,0.26153845,0.04413,16,indulgent lebanese breakfast perfect familydinner indulgent dish nutritious great familydinner,,0.88235295
food,FOOD_04295,Indian Appetizer,0,0,0,0,0.0153846005,0.03777,16,indulgent indian appetizer perfect picnic indulgent dish nutritious great picnic,,0.88235295
food,FOOD_04296,Brazilian Salad,0,0,0,0,0.21538463,0.01726,16,relaxing brazilian salad perfect studysession relaxing dish flavorful great studysession,,0.88235295
food,FOOD_04297,American Side Dish,0,0,0,0,0.09230768,0.04132,17,healthy american side dish perfect workout healthy dish flavorful great workout,,0.88235295
food,FOOD_04298,Turkish Side Dish,0,0,0,0,0.21538463,0.00416,17,warming turkish side dish perfect summerday warming dish delicious great summerday,,0.88235295
food,FOOD_04299,French Breakfast,0,0,0,0,0.0153846005,0.01734,16,satisfying french breakfast perfect movienight satisfying dish nutritious great movienight,,0.88235295
food,FOOD_04300,Greek Appetizer,0,0,0,0,0.09230768,0.02769,16,cooling greek appetizer perfect sunnyday cooling dish satisfying great sunnyday,,0.88235295
food,FOOD_04301,Italian Salad,0,0,0,0,0.107692316,0.01039,16,refreshing italian salad perfect studysession refreshing dish delicious great studysession,,0.88235295
food,FOOD_04302,Korean Berry Tart,0,0,0,0,0.23076923,0.03506,16,warming korean dessert perfect winterday warming dish flavorful great winterday,,0.88235295
food,FOOD_04303,American Beverage,0,0,0,0,0.0153846005,0.01532,16,relaxing american beverage perfect familydinner relaxing dish nutritious great familydinner,,0.88235295
food,FOOD_04304,Mexican Chicken Soup,0,0,0,5,0.09230768,0.01828,16,satisfying mexican soup perfect party satisfying dish satisfying great party,,0.88235295
food,FOOD_04305,Italian Dinner,0,0,0,0,0.26153845,0.00259,16,satisfying italian dinner perfect workout satisfying dish nutritious great workout,,0.88235295
food,FOOD_04306,Italian Fish Grill,0,0,0,0,0.16923076,0.02578,17,energizing italian main course perfect picnic energizing dish delicious great picnic,,0.88235295
food,FOOD_04307,Turkish Salad,0,0,0,0,0.13846156,0.04088,16,hearty turkish salad perfect workout hearty dish satisfying great workout,,0.88235295
food,FOOD_04308,Mexican Dinner,0,0,0,0,0.24615383,0.03558,16,satisfying mexican dinner perfect studysession satisfying dish flavorful great studysession,,0.88235295
food,FOOD_04309,Brazilian Beverage,0,0,0,0,0.2923077,0.00984,16,refreshing brazilian beverage perfect workout refreshing dish satisfying great workout,,0.88235295
food,FOOD_04310,Italian Vegetable Curry,0,0,0,0,0.13846156,0.02826,17,cooling italian main course perfect familydinner cooling dish nutritious great familydinner,,0.88235295
food,FOOD_04311,Vietnamese Salad,0,0,0,5,0.13846156,0.00338,16,comforting vietnamese salad perfect party comforting dish nutritious great party,,0.88235295
food,FOOD_04312,Brazilian Snack,0,0,0,0,0.030769238,0.04156,16,relaxing brazilian snack perfect familydinner relaxing dish flavorful great familydinner,,0.88235295
food,FOOD_04313,Chinese Sauce,0,0,0,0,0.09230768,0.01781,16,relaxing chinese sauce perfect movienight relaxing dish delicious great movienight,,0.88235295
food,FOOD_04314,Thai Lunch,0,0,0,0,0.18461536,0.00324,16,healthy thai lunch perfect workout healthy dish flavorful great workout,,0.88235295
food,FOOD_04315,Mexican Chicken Stir-fry,0,0,0,0,0.30769232,0.03757,17,relaxing mexican main course perfect picnic relaxing dish nutritious great picnic,,0.88235295
food,FOOD_04316,Chinese Side Dish,0,0,0,0,0.20000003,0.02732,17,energizing chinese side dish perfect sunnyday energizing dish satisfying great sunnyday,,0.88235295
food,FOOD_04317,Korean Lunch,0,0,0,0,0.30769232,0.00292,16,light korean lunch perfect hangover light dish satisfying great hangover,,0.88235295
food,FOOD_04318,Korean Dinner,0,0,0,0,0.123076916,0.04754,16,light korean dinner perfect studysession light dish nutritious great studysession,,0.88235295
food,FOOD_04319,Japanese Vegetable Soup,0,0,0,0,0.13846156,0.01044,16,relaxing japanese soup perfect studysession relaxing dish satisfying great studysession,,0.88235295
food,FOOD_04320,American Appetizer,0,0,0,0,0.24615383,0.01035,16,healthy american appetizer perfect familydinner healthy dish satisfying great familydinner,,0.88235295
food,FOOD_04321,Brazilian Berry Mousse,0,0,0,0,0.061538476,0.04696,16,celebratory brazilian dessert perfect familydinner celebratory dish satisfying great familydinner,,0.88235295
food,FOOD_04322,American Lunch,0,0,0,0,0.0153846005,0.02436,16,hearty american lunch perfect workout hearty dish nutritious great workout,,0.88235295
food,FOOD_04323,Vietnamese Chocolate Mousse,0,0,0,0,0.26153845,0.01054,16,indulgent vietnamese dessert perfect sunnyday indulgent dish flavorful great sunnyday,,0.88235295
food,FOOD_04324,Chinese Vanilla Cake,0,0,0,0,0.23076923,0.03119,16,light chinese dessert perfect rainyday light dish satisfying great rainyday,,0.88235295
food,FOOD_04325,Vietnamese Citrus Tart,0,0,0,0,0.0,0.00033,16,energizing vietnamese dessert perfect sunnyday energizing dish nutritious great sunnyday,,0.88235295
food,FOOD_04326,Italian Side Dish,0,0,0,0,0.13846156,0.01536,17,relaxing italian side dish perfect familydinner relaxing dish flavorful great familydinner,,0.88235295
food,FOOD_04327,Turkish Salad,0,0,0,0,0.07692308,0.03039,16,light turkish salad perfect picnic light dish nutritious great picnic,,0.88235295
food,FOOD_04328,Indian Sauce,0,0,0,5,0.18461536,0.03332,16,comforting indian sauce perfect party comforting dish delicious great party,,0.88235295
food,FOOD_04329,Thai Berry Tart,0,0,0,0,0.27692312,0.01523,16,hearty thai dessert perfect familydinner hearty dish flavorful great familydinner,,0.88235295
food,FOOD_04330,Korean Beverage,0,0,0,0,0.123076916,0.02332,16,relaxing korean beverage perfect studysession relaxing dish nutritious great studysession,,0.88235295
food,FOOD_04331,Peruvian Beverage,0,0,0,0,0.24615383,0.00836,16,cooling peruvian beverage perfect datenight cooling dish flavorful great datenight,,0.88235295
food,FOOD_04332,Turkish Side Dish,0,0,0,0,0.15384616,0.03116,17,energizing turkish side dish perfect movienight energizing dish delicious great movienight,,0.88235295
food,FOOD_04333,Thai Lunch,0,0,0,0,0.15384616,0.03112,16,cooling thai lunch perfect studysession cooling dish delicious great studysession,,0.88235295
food,FOOD_04334,French Citrus Cake,0,0,0,0,0.27692312,0.00356,16,satisfying french dessert perfect picnic satisfying dish delicious great picnic,,0.88235295
food,FOOD_04335,Korean Side Dish,0,0,0,0,0.030769238,0.01147,17,refreshing korean side dish perfect workout refreshing dish delicious great workout,,0.88235295
food,FOOD_04336,Turkish Vanilla Tart,0,0,0,0,0.2923077,0.03896,16,relaxing turkish dessert perfect sunnyday relaxing dish flavorful great sunnyday,,0.88235295
food,FOOD_04337,Peruvian Lunch,0,0,0,0,0.07692308,0.00435,16,healthy peruvian lunch perfect datenight healthy dish flavorful great datenight,,0.88235295
food,FOOD_04338,Thai Side Dish,0,0,0,0,0.24615383,0.04411,17,refreshing thai side dish perfect hangover refreshing dish delicious great hangover,,0.88235295
food,FOOD_04339,Lebanese Beverage,0,0,0,0,0.18461536,0.03619,16,satisfying lebanese beverage perfect summerday satisfying dish flavorful great summerday,,0.88235295
food,FOOD_04340,Brazilian Lunch,0,0,0,0,0.27692312,0.01085,16,comforting brazilian lunch perfect studysession comforting dish flavorful great studysession,,0.88235295
food,FOOD_04341,Thai Lunch,0,0,0,0,0.16923076,0.00628,16,energizing thai lunch perfect winterday energizing dish nutritious great winterday,,0.88235295
food,FOOD_04342,Brazilian Sauce,0,0,0,0,0.15384616,0.02732,16,celebratory brazilian sauce perfect familydinner celebratory dish nutritious great familydinner,,0.88235295
food,FOOD_04343,Indian Beverage,0,0,0,0,0.23076923,0.02956,16,relaxing indian beverage perfect datenight relaxing dish delicious great datenight,,0.88235295
food,FOOD_04344,Brazilian Appetizer,0,0,0,0,0.0153846005,0.00235,16,comforting brazilian appetizer perfect picnic comforting dish nutritious great picnic,,0.88235295
food,FOOD_04345,Turkish Berry Tart,0,0,0,5,0.26153845,0.02965,16,warming turkish dessert perfect party warming dish nutritious great party,,0.88235295
food,FOOD_04346,Spanish Sauce,0,0,0,0,0.30769232,0.04552,16,satisfying spanish sauce perfect sunnyday satisfying dish flavorful great sunnyday,,0.88235295
food,FOOD_04347,Peruvian Fish Curry,0,0,0,0,0.21538463,0.0015,17,energizing peruvian main course perfect winterday energizing dish satisfying great winterday,,0.88235295
food,FOOD_04348,Vietnamese Lunch,0,0,0,0,0.107692316,0.04345,16,energizing vietnamese lunch perfect summerday energizing dish satisfying great summerday,,0.88235295
food,FOOD_04349,Mediterranean Vanilla Cake,0,0,0,0,0.107692316,0.01067,16,healthy mediterranean dessert perfect hangover healthy dish delicious great hangover,,0.88235295
food,FOOD_04350,Vietnamese Side Dish,0,0,0,0,0.07692308,0.01684,17,relaxing vietnamese side dish perfect workout relaxing dish nutritious great workout,,0.88235295
food,FOOD_04351,Lebanese Dinner,0,0,0,0,0.24615383,0.04941,16,cooling lebanese dinner perfect workout cooling dish nutritious great workout,,0.88235295
food,FOOD_04352,Moroccan Appetizer,0,0,0,0,0.09230768,0.03281,16,comforting moroccan appetizer perfect hangover comforting dish nutritious great hangover,,0.88235295
food,FOOD_04353,Moroccan Appetizer,0,0,0,0,0.030769238,0.03393,16,relaxing moroccan appetizer perfect studysession relaxing dish satisfying great studysession,,0.88235295
food,FOOD_04354,Indian Fish Stir-fry,0,0,0,0,0.0153846005,0.00843,17,indulgent indian main course perfect workout indulgent dish nutritious great workout,,0.88235295
food,FOOD_04355,Moroccan Chicken Stir-fry,0,0,0,0,0.18461536,0.01408,17,celebratory moroccan main course perfect hangover celebratory dish satisfying great hangover,,0.88235295
food,FOOD_04356,Moroccan Beverage,0,0,0,0,0.2923077,0.00738,16,satisfying moroccan beverage perfect datenight satisfying dish flavorful great datenight,,0.88235295
food,FOOD_04357,Turkish Side Dish,0,0,0,5,0.21538463,0.02109,17,refreshing turkish side dish perfect party refreshing dish flavorful great party,,0.88235295
food,FOOD_04358,Greek Citrus Cake,0,0,0,5,0.07692308,0.02455,16,energizing greek dessert perfect party energizing dish satisfying great party,,0.88235295
food,FOOD_04359,Lebanese Sauce,0,0,0,0,0.21538463,0.04626,16,hearty lebanese sauce perfect studysession hearty dish flavorful great studysession,,0.88235295
food,FOOD_04360,Brazilian Snack,0,0,0,0,0.0153846005,0.00483,16,energizing brazilian snack perfect sunnyday energizing dish satisfying great sunnyday,,0.88235295
food,FOOD_04361,Korean Snack,0,0,0,0,0.20000003,0.03036,16,warming korean snack perfect winterday warming dish satisfying great winterday,,0.88235295
food,FOOD_04362,Moroccan Vanilla Mousse,0,0,0,0,0.21538463,0.0425,16,hearty moroccan dessert perfect studysession hearty dish flavorful great studysession,,0.88235295
food,FOOD_04363,Brazilian Sauce,0,0,0,0,0.27692312,0.01236,16,comforting brazilian sauce perfect workout comforting dish delicious great workout,,0.88235295
food,FOOD_04364,Korean Beverage,0,0,0,0,0.15384616,0.03295,16,energizing korean beverage perfect sunnyday energizing dish nutritious great sunnyday,,0.88235295
food,FOOD_04365,Turkish Sauce,0,0,0,0,0.061538476,0.01825,16,energizing turkish sauce perfect studysession energizing dish delicious great studysession,,0.88235295
food,FOOD_04366,Vietnamese Sauce,0,0,0,5,0.061538476,0.04577,16,comforting vietnamese sauce perfect party comforting dish delicious great party,,0.88235295
food,FOOD_04367,American Citrus Tart,0,0,0,0,0.13846156,0.00278,16,satisfying american dessert perfect picnic satisfying dish nutritious great picnic,,0.88235295
food,FOOD_04368,Peruvian Berry Tart,0,0,0,0,0.123076916,0.0308,16,comforting peruvian dessert perfect summerday comforting dish nutritious great summerday,,0.88235295
food,FOOD_04369,Korean Chocolate Tart,0,0,0,0,0.13846156,0.00853,16,warming korean dessert perfect winterday warming dish nutritious great winterday,,0.88235295
food,FOOD_04370,Turkish Appetizer,0,0,0,0,0.16923076,0.04687,16,refreshing turkish appetizer perfect workout refreshing dish nutritious great workout,,0.88235295
food,FOOD_04371,Turkish Appetizer,0,0,0,0,0.26153845,0.03941,16,hearty turkish appetizer perfect winterday hearty dish satisfying great winterday,,0.88235295
food,FOOD_04372,Spanish Snack,0,0,0,0,0.27692312,0.01468,16,cooling spanish snack perfect movienight cooling dish nutritious great movienight,,0.88235295
food,FOOD_04373,Mexican Dinner,0,0,0,0,0.21538463,0.01866,16,healthy mexican dinner perfect movienight healthy dish delicious great movienight,,0.88235295
food,FOOD_04374,Mexican Appetizer,0,0,0,0,0.30769232,0.04874,16,warming mexican appetizer perfect datenight warming dish delicious great datenight,,0.88235295
food,FOOD_04375,Greek Salad,0,0,0,0,0.21538463,0.00789,16,indulgent greek salad perfect summerday indulgent dish flavorful great summerday,,0.88235295
food,FOOD_04376,Spanish Salad,0,0,0,0,0.061538476,0.0283,16,satisfying spanish salad perfect hangover satisfying dish delicious great hangover,,0.88235295
food,FOOD_04377,Turkish Salad,0,0,0,0,0.0,0.04361,16,comforting turkish salad perfect hangover comforting dish satisfying great hangover,,0.88235295
food,FOOD_04378,Mexican Chicken Soup,0,0,0,0,0.18461536,0.01068,16,celebratory mexican soup perfect datenight celebratory dish delicious great datenight,,0.88235295
food,FOOD_04379,Mediterranean Vegetable Stew,0,0,0,0,0.15384616,0.00512,17,refreshing mediterranean main course perfect hangover refreshing dish flavorful great hangover,,0.88235295
food,FOOD_04380,Chinese Side Dish,0,0,0,0,0.13846156,0.01694,17,satisfying chinese side dish perfect rainyday satisfying dish satisfying great rainyday,,0.88235295
food,FOOD_04381,Greek Appetizer,0,0,0,0,0.20000003,0.02758,16,cooling greek appetizer perfect workout cooling dish delicious great workout,,0.88235295
food,FOOD_04382,Greek Beverage,0,0,0,0,0.23076923,0.02436,16,indulgent greek beverage perfect winterday indulgent dish satisfying great winterday,,0.88235295
food,FOOD_04383,French Vanilla Mousse,0,0,0,0,0.123076916,0.00712,16,warming french dessert perfect picnic warming dish flavorful great picnic,,0.88235295
food,FOOD_04384,Peruvian Beverage,0,0,0,0,0.24615383,0.02345,16,warming peruvian beverage perfect rainyday warming dish nutritious great rainyday,,0.88235295
food,FOOD_04385,Japanese Vegetable Soup,0,0,0,0,0.26153845,0.01585,16,energizing japanese soup perfect movienight energizing dish delicious great movienight,,0.88235295
food,FOOD_04386,Turkish Snack,0,0,0,0,0.18461536,0.04098,16,cooling turkish snack perfect picnic cooling dish nutritious great picnic,,0.88235295
food,FOOD_04387,Peruvian Dinner,0,0,0,0,0.04615384,0.0194,16,celebratory peruvian dinner perfect picnic celebratory dish satisfying great picnic,,0.88235295
food,FOOD_04388,Mexican Dinner,0,0,0,0,0.09230768,0.00713,16,cooling mexican dinner perfect datenight cooling dish delicious great datenight,,0.88235295
food,FOOD_04389,Korean Beef Curry,0,0,0,0,0.13846156,0.0066,17,hearty korean main course perfect studysession hearty dish nutritious great studysession,,0.88235295
food,FOOD_04390,Lebanese Lunch,0,0,0,0,0.061538476,0.0344,16,celebratory lebanese lunch perfect picnic celebratory dish delicious great picnic,,0.88235295
food,FOOD_04391,Spanish Appetizer,0,0,0,0,0.23076923,0.0333,16,relaxing spanish appetizer perfect rainyday relaxing dish nutritious great rainyday,,0.88235295
food,FOOD_04392,Thai Appetizer,0,0,0,5,0.0153846005,0.01103,16,satisfying thai appetizer perfect party satisfying dish nutritious great party,,0.88235295
food,FOOD_04393,Moroccan Snack,0,0,0,0,0.123076916,0.02017,16,cooling moroccan snack perfect datenight cooling dish nutritious great datenight,,0.88235295
food,FOOD_04394,Brazilian Lunch,0,0,0,0,0.21538463,0.0191,16,hearty brazilian lunch perfect sunnyday hearty dish nutritious great sunnyday,,0.88235295
food,FOOD_04395,Greek Lunch,0,0,0,0,0.23076923,0.02695,16,light greek lunch perfect sunnyday light dish flavorful great sunnyday,,0.88235295
food,FOOD_04396,Chinese Breakfast,0,0,0,5,0.20000003,0.03649,16,indulgent chinese breakfast perfect party indulgent dish satisfying great party,,0.88235295
food,FOOD_04397,Mediterranean Mushroom Soup,0,0,0,0,0.04615384,0.0105,16,comforting mediterranean soup perfect workout comforting dish satisfying great workout,,0.88235295
food,FOOD_04398,Mexican Lunch,0,0,0,0,0.27692312,0.00492,16,satisfying mexican lunch perfect picnic satisfying dish delicious great picnic,,0.88235295
food,FOOD_04399,Vietnamese Beef Stir-fry,0,0,0,0,0.20000003,0.04293,17,satisfying vietnamese main course perfect sunnyday satisfying dish delicious great sunnyday,,0.88235295
food,FOOD_04400,Greek Beef Stew,0,0,0,0,0.061538476,0.01667,17,light greek main course perfect winterday light dish delicious great winterday,,0.88235295
food,FOOD_04401,Brazilian Appetizer,0,0,0,0,0.2923077,0.02788,16,satisfying brazilian appetizer perfect rainyday satisfying dish delicious great rainyday,,0.88235295
food,FOOD_04402,French Chicken Grill,0,0,0,0,0.0153846005,0.03295,17,refreshing french main course perfect summerday refreshing dish satisfying great summerday,,0.88235295
food,FOOD_04403,Japanese Snack,0,0,0,0,0.18461536,0.03353,16,refreshing japanese snack perfect picnic refreshing dish flavorful great picnic,,0.88235295
food,FOOD_04404,Moroccan Beverage,0,0,0,5,0.123076916,0.02454,16,light moroccan beverage perfect party light dish flavorful great party,,0.88235295
food,FOOD_04405,Peruvian Appetizer,0,0,0,0,0.16923076,0.00128,16,indulgent peruvian appetizer perfect winterday indulgent dish delicious great winterday,,0.88235295
food,FOOD_04406,Mediterranean Dinner,0,0,0,5,0.061538476,0.03449,16,healthy mediterranean dinner perfect party healthy dish flavorful great party,,0.88235295
food,FOOD_04407,Spanish Dinner,0,0,0,0,0.09230768,0.00157,16,hearty spanish dinner perfect familydinner hearty dish flavorful great familydinner,,0.88235295
food,FOOD_04408,Vietnamese Appetizer,0,0,0,0,0.107692316,0.04239,16,hearty vietnamese appetizer perfect picnic hearty dish satisfying great picnic,,0.88235295
food,FOOD_04409,Peruvian Chocolate Cake,0,0,0,0,0.23076923,0.03144,16,energizing peruvian dessert perfect picnic energizing dish satisfying great picnic,,0.88235295
food,FOOD_04410,Mediterranean Snack,0,0,0,0,0.24615383,0.04384,16,celebratory mediterranean snack perfect familydinner celebratory dish flavorful great familydinner,,0.88235295
food,FOOD_04411,Spanish Citrus Cake,0,0,0,0,0.09230768,0.04103,16,hearty spanish dessert perfect movienight hearty dish satisfying great movienight,,0.88235295
food,FOOD_04412,Korean Dinner,0,0,0,0,0.16923076,0.01459,16,celebratory korean dinner perfect studysession celebratory dish nutritious great studysession,,0.88235295
